epoch,train_loss,train_region_loss,train_boundary_loss,train_distance_loss,train_dual_error_loss,train_iou,train_dice,val_loss,val_region_loss,val_boundary_loss,val_distance_loss,val_dual_error_loss,val_iou,val_dice,base_lr,module_lr
1,0.3005668821588027,0.23727818664196318,0.3500177227290331,0.16423019859115634,0.0,0.7528483535336182,0.833570111114367,0.3152936684779632,0.2578589894832709,0.315402769889587,0.130013731886179,0.0,0.7348932804205479,0.8157241546190702,2e-05,0.0001
2,0.2786511488720379,0.22406100883948066,0.3248970519124934,0.1089742521928475,0.0,0.7608203028155639,0.8422522892994163,0.3063656904758551,0.2550512772340041,0.2979238238090124,0.08769394285403766,0.0,0.7354966236994817,0.8184433289063282,1.9986980580168453e-05,9.99321619703514e-05
3,0.2800528053688792,0.23056535224998947,0.3045968956651941,0.07499391480093509,0.0,0.7568999375917215,0.8379418100930948,0.30022724530635736,0.2539458577449505,0.27414133166655513,0.061697270205387705,0.0,0.7386103483346792,0.8194324701260298,1.9947958005998597e-05,9.972883382072952e-05
4,0.2786224059826505,0.23280717630301956,0.2881097397973052,0.05363758551204099,0.0,0.7551858736350473,0.8361190388687944,0.2890293677647909,0.2461779319323026,0.2611519189981314,0.0442730351518362,0.0,0.7446250505936451,0.8269372573265663,1.988303923565381e-05,9.939057285945931e-05
5,0.26641849105337023,0.2240112442358405,0.2717826184445778,0.04028146859027643,0.0,0.7627138701160397,0.8457424292522194,0.2927355815202762,0.25165400749597794,0.2502786498803359,0.03470665480081852,0.0,0.7431847957464365,0.8240953665513259,1.9792402206971158e-05,9.891830623632337e-05
6,0.26477771245800286,0.22442098990478346,0.2589917726221338,0.03236230597954936,0.0,0.7654222650865538,0.8443470792432802,0.28419370039915426,0.24585996927359166,0.2323143123052059,0.028088113035147008,0.0,0.7451824371631329,0.8271687434269832,1.967629534974615e-05,9.831332840130886e-05
7,0.25307879287057217,0.21487631035589538,0.24702510712421047,0.027558416325961593,0.0,0.7702448816426033,0.8496238299175701,0.28421366153619226,0.2464395733980032,0.2286138382477638,0.02590343531889793,0.0,0.7453158519206903,0.8274547057274061,1.9535036904803962e-05,9.75772975566101e-05
8,0.2609219689548543,0.22338249039860952,0.2387124423959614,0.024986966438921152,0.0,0.7622058481241749,0.8441565363808016,0.2793113253055475,0.24258132164294904,0.22230933186335441,0.02370403596223929,0.0,0.7453256466449836,0.8292960276970497,1.936901405172342e-05,9.671223111161148e-05
9,0.2602392692217785,0.22387608160487318,0.22825844546334934,0.02343224236263638,0.0,0.7609717123276365,0.8428352543738036,0.2844744278834416,0.24892586653049176,0.2088481592062192,0.022167976945638657,0.0,0.7443393921240782,0.8252188052886572,1.917868184760471e-05,9.572050015330873e-05
10,0.24894801098688513,0.21389518058405513,0.22154444126428757,0.022032013542093005,0.0,0.768370450070474,0.8498983414827195,0.2837607995057717,0.2484755072838221,0.2067431398691275,0.021867936658553588,0.0,0.7407663369790102,0.8245858687620896,1.8964561979789496e-05,9.46048229473242e-05
11,0.2556240532250531,0.2208756324464241,0.21530405926493418,0.021737156749035404,0.0,0.763474535098118,0.8468043951861626,0.2871639108046507,0.25259544543730905,0.19840242442412254,0.020970143855382234,0.0,0.7405779263912103,0.8214997505530333,1.872724133595217e-05,9.336825748732971e-05
12,0.25370601452557384,0.2198246129318676,0.208219703056116,0.020674220459387365,0.0,0.7645268635412233,0.8447622071325251,0.28775992668592015,0.2538913830732688,0.19114709817446196,0.020579614853247618,0.0,0.7387257514855801,0.819223139836238,1.846737039548153e-05,9.201419311329847e-05
13,0.24933330358657163,0.2161455695080546,0.2031311827950773,0.020666462773111013,0.0,0.7633425255792331,0.8456444592602486,0.2895193255864657,0.25620722220494196,0.18433040181795757,0.020682339274730437,0.0,0.7354535585794694,0.8180078916060619,1.8185661446562e-05,9.054634122155987e-05
14,0.24604315317310063,0.2134572542478553,0.19851248177279412,0.020610325434039123,0.0,0.7704240621718685,0.8499185342704301,0.2950539448322394,0.2617003868787717,0.18199297319620084,0.020674180086606587,0.0,0.7317500670750936,0.8142058219665136,1.7882886633841225e-05,8.896872509212005e-05
15,0.25278445128845956,0.2202643811438991,0.19464820715705905,0.020410348504649855,0.0,0.7635915332135901,0.8451284096304295,0.2816279472448887,0.24930204244760368,0.17871779730686774,0.019872283438841502,0.0,0.7422453018335196,0.8243192788882133,1.7559875842035246e-05,8.7285668861131e-05
16,0.2573908697978585,0.22515966578394966,0.18950192551169776,0.02022509290053781,0.0,0.7609175327604851,0.8431102575454037,0.2846324257361583,0.2526090845083579,0.17403784975027425,0.019885230083496144,0.0,0.7383863247357882,0.8205271134009728,1.7217514421272203e-05,8.550178566873408e-05
17,0.2483995484303584,0.21704117518610658,0.18494552690370947,0.020110470564228242,0.0,0.7703170697245978,0.8495176756276493,0.29877319641602346,0.2663484206566444,0.17090671536249993,0.020148865993206318,0.0,0.7312514806405092,0.812104843213008,1.685674076040915e-05,8.362196501476346e-05
18,0.23695343324040943,0.20633826543272069,0.1831772989403885,0.019794683804554222,0.0,0.7755675242010471,0.8559280686673865,0.28537490826386674,0.2538021888488378,0.16891274956556468,0.019901899955211542,0.0,0.737298933053628,0.8196864378757965,1.6478543714973456e-05,8.165135935696693e-05
